w_m,energy,latency,w_a,w_0,d,g,g2,h,w,flops,params,acts,ws,ds,bs,gs
2.0,0.242792,0.00396369,25.8,48,18,40,40,1,1,560821664,6286656,3454256,"[40, 80, 200, 400]","[1, 3, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.05,0.22020699999999999,0.00375669,25.8,48,18,40,40,1,1,567817414,5913206,3512806,"[40, 80, 200, 400]","[1, 3, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.099,0.235243,0.0038423600000000004,25.8,48,18,40,40,1,1,682614454,6356406,4028526,"[40, 120, 200, 440]","[1, 3, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.149,0.239407,0.0035101399999999997,25.8,48,18,40,40,1,1,804097394,7400546,4415186,"[40, 120, 240, 480]","[1, 4, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.199,0.251148,0.00390099,25.8,48,18,40,40,1,1,840768584,7572616,4528856,"[40, 120, 240, 520]","[1, 4, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.249,0.236643,0.00329947,25.8,48,18,40,40,1,1,869566074,7550506,4630666,"[40, 120, 240, 560]","[1, 4, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.299,0.238649,0.00335529,25.8,48,18,40,40,1,1,889544264,7310216,4720616,"[40, 120, 240, 600]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.247773,0.00358139,25.8,48,18,40,40,1,1,1017632904,8499736,4995656,"[40, 120, 280, 640]","[1, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.24265199999999998,0.00350548,25.8,48,18,40,40,1,1,1039086694,7688326,5302766,"[40, 120, 280, 680]","[2, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.263869,0.00377237,25.8,48,18,40,40,1,1,1044534284,6874876,5386636,"[40, 120, 280, 720]","[2, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.23910499999999998,0.00334556,25.8,48,18,40,40,1,1,1037695374,5755246,5458646,"[40, 120, 280, 760]","[2, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.05,0.404305,0.005068710000000001,49.0,88,20,32,32,1,1,1775450424,20976088,7415096,"[96, 192, 384, 768]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.397478,0.005222139999999999,49.0,88,20,32,32,1,1,1886375496,23697000,7522504,"[96, 192, 384, 832]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.44170800000000005,0.0050755800000000005,49.0,88,20,32,32,1,1,2029303184,24050608,7831472,"[96, 192, 416, 864]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.44970299999999996,0.00499735,49.0,88,20,32,32,1,1,2143276216,24481688,8243640,"[96, 192, 416, 928]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.443025,0.00562867,49.0,88,20,32,32,1,1,2344841280,27640096,8489152,"[96, 192, 448, 992]","[1, 4, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.458157,0.00578317,49.0,88,20,32,32,1,1,2485909960,29118056,8724488,"[96, 192, 448, 1088]","[1, 4, 8, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.464885,0.00574053,49.0,88,20,32,32,1,1,2678570976,29472256,9091424,"[96, 192, 480, 1152]","[1, 4, 9, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.48846300000000004,0.00615477,49.0,88,20,32,32,1,1,2880378280,29387720,9477096,"[96, 192, 512, 1216]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.46628699999999995,0.00570682,49.0,88,20,32,32,1,1,3058919936,27162528,10652160,"[96, 224, 512, 1280]","[2, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.500021,0.00622313,49.0,88,20,32,32,1,1,3326236760,30678904,10941528,"[96, 224, 544, 1376]","[2, 4, 10, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.53335,0.0062207600000000005,49.0,88,20,32,32,1,1,3537581648,29563376,11352080,"[96, 224, 576, 1472]","[2, 4, 11, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.520831,0.0061563,49.0,88,20,32,32,1,1,3505431680,25579168,11504768,"[96, 224, 576, 1536]","[2, 4, 12, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.49889,0.00627171,49.0,88,20,32,32,1,1,3673238840,22239704,11919704,"[96, 224, 608, 1632]","[2, 4, 13, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.0,0.48466899999999996,0.00665321,62.4,120,17,56,56,1,1,2628396820,27967972,8340500,"[112, 224, 504, 952]","[1, 3, 5, 8]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.05,0.46844,0.00627464,62.4,120,17,56,56,1,1,2752015840,28191440,8565424,"[112, 224, 504, 1008]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.099,0.48233499999999996,0.006349789999999999,62.4,120,17,56,56,1,1,2936153206,29843062,8834518,"[112, 224, 504, 1120]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.149,0.543909,0.00662102,62.4,120,17,56,56,1,1,3540978952,29857048,10225712,"[112, 280, 560, 1176]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.199,0.5280900000000001,0.00587048,62.4,120,17,56,56,1,1,3692572968,33447992,10330656,"[112, 280, 560, 1288]","[1, 4, 7, 5]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.249,0.537809,0.005917169999999999,62.4,120,17,56,56,1,1,4011782740,32889140,10821748,"[112, 280, 616, 1344]","[1, 4, 8, 4]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.299,0.5378630000000001,0.005933760000000001,62.4,120,17,56,56,1,1,4112947118,31287806,11057214,"[112, 280, 616, 1456]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.349,0.520571,0.0057053500000000005,62.4,120,17,56,56,1,1,4523753584,28948000,12291216,"[112, 280, 672, 1568]","[2, 4, 9, 2]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.399,0.516741,0.0057773500000000005,62.4,120,17,56,56,1,1,4525664640,24193712,12493264,"[112, 280, 672, 1680]","[2, 4, 10, 1]","[1.0, 1.0, 1.0, 1.0]","[56, 56, 56, 56]"
2.649,0.470485,0.00562933,69.9,48,21,32,32,1,1,1777325392,31826416,5907152,"[64, 128, 320, 896]","[1, 2, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.496244,0.00597459,69.9,48,21,32,32,1,1,1998948376,36240568,6162392,"[64, 128, 352, 960]","[1, 2, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.488425,0.00602665,69.9,48,21,32,32,1,1,2084509976,38359992,6230328,"[64, 128, 352, 992]","[1, 2, 5, 13]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.5336219999999999,0.00599443,69.9,48,21,32,32,1,1,2280941720,40572792,6555288,"[64, 128, 384, 1056]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.554566,0.00651553,69.9,48,21,32,32,1,1,2455594568,44894120,6681672,"[64, 128, 384, 1120]","[1, 2, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.559425,0.00638148,69.9,48,21,32,32,1,1,2478974816,43966464,6800352,"[64, 128, 384, 1152]","[1, 2, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.593016,0.00639464,69.9,48,21,32,32,1,1,2743231960,48823544,7074328,"[64, 128, 416, 1216]","[1, 2, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.999,0.557159,0.00667723,69.9,48,21,32,32,1,1,2946807872,50096736,7422528,"[64, 128, 448, 1280]","[1, 2, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
3.049,0.592375,0.00679895,69.9,48,21,32,32,1,1,3120047440,54367984,7529936,"[64, 128, 448, 1344]","[1, 2, 8, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.0,0.482375,0.00670123,33.1,104,23,64,64,1,1,3069887360,24660000,10313344,"[128, 192, 384, 832]","[2, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.05,0.5001209999999999,0.00662047,33.1,104,23,64,64,1,1,3481057104,26433008,11110352,"[128, 192, 448, 896]","[2, 5, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.099,0.520574,0.0068278,33.1,104,23,64,64,1,1,3588307184,26629776,11310960,"[128, 192, 448, 960]","[2, 5, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.149,0.562302,0.00697078,33.1,104,23,64,64,1,1,4472611952,26790672,13061232,"[128, 256, 512, 1024]","[2, 5, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.199,0.561647,0.006860280000000001,33.1,104,23,64,64,1,1,4605602704,24954160,13552848,"[128, 256, 512, 1088]","[2, 6, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.249,0.5337000000000001,0.0064851,33.1,104,23,64,64,1,1,4651856720,23036656,13724752,"[128, 256, 512, 1152]","[2, 6, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[64, 64, 64, 64]"
2.0,0.29485500000000003,0.004250899999999999,29.6,64,22,32,32,1,1,980364768,11241856,5304288,"[64, 128, 256, 512]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.05,0.304634,0.00432559,29.6,64,22,32,32,1,1,1036742640,12116240,5513104,"[64, 128, 256, 544]","[1, 4, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.329863,0.00490901,29.6,64,22,32,32,1,1,1145770536,12845512,5794088,"[64, 128, 288, 576]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.32133100000000003,0.00465541,29.6,64,22,32,32,1,1,1260526384,14003344,6277296,"[64, 128, 288, 640]","[2, 3, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.199,0.37398899999999996,0.004566150000000001,29.6,64,22,32,32,1,1,1387331864,14547832,6591128,"[64, 128, 320, 672]","[2, 3, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.249,0.36673500000000003,0.00484822,29.6,64,22,32,32,1,1,1457052816,14988592,6871664,"[64, 128, 320, 736]","[2, 4, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.299,0.37794099999999997,0.00480941,29.6,64,22,32,32,1,1,1482881136,14531600,6985840,"[64, 128, 320, 768]","[2, 4, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.349,0.364648,0.00500877,29.6,64,22,32,32,1,1,1744778264,15406328,7754584,"[64, 160, 352, 832]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.42518700000000004,0.00509901,29.6,64,22,32,32,1,1,1920698576,15849008,8140496,"[64, 160, 384, 896]","[2, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.424321,0.0046377499999999995,29.6,64,22,32,32,1,1,1943284248,14583608,8425176,"[64, 160, 384, 960]","[2, 5, 12, 3]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.40288799999999997,0.0049476500000000005,29.6,64,22,32,32,1,1,1931676304,12778480,8524880,"[64, 160, 384, 992]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.43924599999999997,0.00466575,29.6,64,22,32,32,1,1,2087968776,11870184,8915176,"[64, 160, 416, 1056]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.149,0.298531,0.00398335,51.1,64,17,40,40,1,1,1059886294,13474246,5123446,"[80, 120, 280, 640]","[1, 2, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.199,0.32820900000000003,0.00420381,51.1,64,17,40,40,1,1,1255123884,15309516,5647556,"[80, 160, 320, 680]","[1, 2, 5, 9]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.249,0.326255,0.00410559,51.1,64,17,40,40,1,1,1310536624,15502896,5790576,"[80, 160, 320, 720]","[1, 2, 6, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.299,0.335254,0.00420524,51.1,64,17,40,40,1,1,1385624014,16536926,6033806,"[80, 160, 320, 760]","[1, 3, 5, 8]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.349,0.37857999999999997,0.00474777,51.1,64,17,40,40,1,1,1566428444,18140556,6381156,"[80, 160, 360, 840]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.399,0.37920299999999996,0.00464266,51.1,64,17,40,40,1,1,1618975184,19420256,6430496,"[80, 160, 360, 880]","[1, 3, 6, 7]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.449,0.373953,0.00470418,51.1,64,17,40,40,1,1,1811779464,20634216,6795336,"[80, 160, 400, 960]","[1, 3, 7, 6]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.499,0.397766,0.00494834,51.1,64,17,40,40,1,1,1837318204,19540476,6926196,"[80, 160, 400, 1000]","[1, 3, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.549,0.39313,0.00479511,51.1,64,17,40,40,1,1,1880963244,20591596,6963676,"[80, 160, 400, 1040]","[1, 3, 8, 5]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.599,0.416796,0.005041629999999999,51.1,64,17,40,40,1,1,2074979274,20764906,7351786,"[80, 160, 440, 1120]","[1, 3, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.649,0.379063,0.0047353199999999995,51.1,64,17,40,40,1,1,2075587954,18710226,7613506,"[80, 160, 440, 1200]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.699,0.43132600000000004,0.00522032,51.1,64,17,40,40,1,1,2272694144,20469056,7882616,"[80, 160, 480, 1240]","[1, 4, 9, 3]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.749,0.399152,0.0048492100000000005,51.1,64,17,40,40,1,1,2266204574,17873646,8021006,"[80, 160, 480, 1320]","[1, 4, 10, 2]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.799,0.414498,0.00504515,51.1,64,17,40,40,1,1,2433084154,15565946,8426306,"[80, 160, 520, 1400]","[1, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.849,0.40913099999999997,0.00502178,51.1,64,17,40,40,1,1,2613225234,16251106,8955786,"[80, 200, 520, 1480]","[1, 4, 11, 1]","[1.0, 1.0, 1.0, 1.0]","[40, 40, 40, 40]"
2.0,1.0923800000000001,0.013378,69.0,184,25,88,88,1,1,8716672226,98703506,16335938,"[176, 352, 704, 1496]","[2, 3, 8, 12]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.05,1.1550799999999999,0.013824099999999999,69.0,184,25,88,88,1,1,9745582240,103991888,17587056,"[176, 352, 792, 1584]","[2, 4, 8, 11]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.099,1.2702200000000001,0.014199199999999999,69.0,184,25,88,88,1,1,10125509656,106353544,17966600,"[176, 352, 792, 1672]","[2, 4, 9, 10]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.149,1.27331,0.014443300000000001,69.0,184,25,88,88,1,1,11524308200,119675336,19042224,"[176, 352, 880, 1848]","[2, 4, 10, 9]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.199,1.2981500000000001,0.0142235,69.0,184,25,88,88,1,1,12723221146,118607258,21029594,"[176, 440, 880, 1936]","[2, 5, 10, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.249,1.4738,0.0150441,69.0,184,25,88,88,1,1,14165466852,128839876,22117604,"[176, 440, 968, 2112]","[2, 5, 11, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.299,1.45269,0.015862,69.0,184,25,88,88,1,1,14409153196,124962508,22470396,"[176, 440, 968, 2200]","[2, 5, 12, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.349,1.59657,0.0196132,69.0,184,25,88,88,1,1,15938715934,131440606,23622646,"[176, 440, 1056, 2376]","[2, 5, 13, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.399,1.43022,0.0139358,69.0,184,25,88,88,1,1,16100300544,110150128,24688568,"[176, 440, 1056, 2552]","[2, 6, 14, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.449,1.5516800000000002,0.0145201,69.0,184,25,88,88,1,1,17561494608,108357040,25865920,"[176, 440, 1144, 2728]","[2, 6, 15, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.499,1.5039,0.014055,69.0,184,25,88,88,1,1,17518859972,93569476,26196140,"[176, 440, 1144, 2904]","[2, 6, 16, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.349,0.429842,0.00515001,63.5,64,20,32,32,1,1,1657191512,26506040,6018264,"[64, 160, 352, 832]","[1, 2, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.399,0.486748,0.00538373,63.5,64,20,32,32,1,1,1861554384,30395952,6264016,"[64, 160, 384, 896]","[1, 2, 5, 12]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.449,0.481531,0.0055095,63.5,64,20,32,32,1,1,1988240304,32028176,6474352,"[64, 160, 384, 960]","[1, 2, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.499,0.491137,0.00548311,63.5,64,20,32,32,1,1,2060844640,33818944,6532800,"[64, 160, 384, 992]","[1, 2, 6, 11]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.549,0.5253089999999999,0.00559416,63.5,64,20,32,32,1,1,2243354192,35071472,7007888,"[64, 160, 416, 1056]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.599,0.529107,0.006086820000000001,63.5,64,20,32,32,1,1,2473603664,39196208,7253520,"[64, 160, 448, 1120]","[1, 3, 6, 10]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.649,0.518062,0.00615238,63.5,64,20,32,32,1,1,2576956872,39765992,7449384,"[64, 160, 448, 1184]","[1, 3, 7, 9]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.699,0.509627,0.00595812,63.5,64,20,32,32,1,1,2743432472,39849208,7952536,"[64, 192, 448, 1248]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.749,0.525028,0.00618362,63.5,64,20,32,32,1,1,3067132160,45630944,8261120,"[64, 192, 480, 1344]","[1, 3, 8, 8]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.799,0.544449,0.00642834,63.5,64,20,32,32,1,1,3253658704,45406960,8618448,"[64, 192, 512, 1408]","[1, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.849,0.552698,0.00642708,63.5,64,20,32,32,1,1,3386054768,48634384,8697392,"[64, 192, 512, 1472]","[1, 3, 9, 7]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.899,0.583605,0.00679383,63.5,64,20,32,32,1,1,3624368392,48947752,9098696,"[64, 192, 544, 1568]","[1, 3, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.949,0.6190220000000001,0.00645716,63.5,64,20,32,32,1,1,3735630176,46068224,9591680,"[64, 192, 576, 1632]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.999,0.596972,0.0069821200000000005,63.5,64,20,32,32,1,1,3898969760,49992512,9681632,"[64, 192, 576, 1728]","[1, 4, 10, 5]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
3.049,0.5821369999999999,0.00685368,63.5,64,20,32,32,1,1,3879761864,46263080,9840584,"[64, 192, 576, 1824]","[1, 4, 11, 4]","[1.0, 1.0, 1.0, 1.0]","[32, 32, 32, 32]"
2.099,0.57464,0.00782852,56.1,96,22,72,72,1,1,2873301444,35123428,7757540,"[72, 216, 432, 864]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.149,0.648883,0.00844225,56.1,96,22,72,72,1,1,3055216266,39533050,7899722,"[72, 216, 432, 936]","[1, 3, 6, 12]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.199,0.606823,0.00789635,56.1,96,22,72,72,1,1,3244901184,41787136,8147024,"[72, 216, 432, 1008]","[1, 3, 7, 11]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.249,0.655168,0.0084292,56.1,96,22,72,72,1,1,3737204874,44641162,8980154,"[72, 216, 504, 1080]","[1, 4, 7, 10]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.299,0.6492140000000001,0.00819713,56.1,96,22,72,72,1,1,3915800946,45945010,9227186,"[72, 216, 504, 1152]","[1, 4, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.349,0.750654,0.009086690000000001,56.1,96,22,72,72,1,1,4088545002,50124970,9337346,"[72, 216, 504, 1224]","[1, 4, 8, 9]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.399,0.695813,0.00896628,56.1,96,22,72,72,1,1,4606952814,52769566,9990638,"[72, 216, 576, 1296]","[1, 4, 9, 8]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.449,0.723665,0.008953810000000001,56.1,96,22,72,72,1,1,4908401586,56244034,10315538,"[72, 216, 576, 1440]","[1, 4, 10, 7]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.499,0.7028260000000001,0.00849103,56.1,96,22,72,72,1,1,4980405762,53702866,10688498,"[72, 216, 576, 1512]","[1, 5, 10, 6]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.549,0.7550399999999999,0.00808659,56.1,96,22,72,72,1,1,5533952778,54003754,11563514,"[72, 216, 648, 1584]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.599,0.839306,0.00839309,56.1,96,22,72,72,1,1,5660253018,56994490,11630978,"[72, 216, 648, 1656]","[2, 4, 11, 5]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.649,0.817569,0.00951581,56.1,96,22,72,72,1,1,6209037666,56139922,12784418,"[72, 288, 648, 1800]","[2, 4, 12, 4]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.699,0.8374170000000001,0.00937361,56.1,96,22,72,72,1,1,6818802480,54307072,13553504,"[72, 288, 720, 1872]","[2, 4, 13, 3]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.749,0.8062630000000001,0.008760450000000001,56.1,96,22,72,72,1,1,6807913272,47267272,14024600,"[72, 288, 720, 2016]","[2, 5, 13, 2]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.799,0.751764,0.00815381,56.1,96,22,72,72,1,1,6668052012,38097820,14174756,"[72, 288, 720, 2088]","[2, 5, 14, 1]","[1.0, 1.0, 1.0, 1.0]","[72, 72, 72, 72]"
2.0,0.39165,0.005147789999999999,45.5,88,19,88,88,1,1,2186185538,21047202,6726338,"[88, 176, 352, 704]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.05,0.467383,0.00632397,45.5,88,19,88,88,1,1,2334804426,24610410,6860978,"[88, 176, 352, 792]","[1, 3, 6, 9]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.099,0.48623700000000003,0.00629613,45.5,88,19,88,88,1,1,2345556420,23000340,6950980,"[88, 176, 352, 792]","[1, 3, 7, 8]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.149,0.473954,0.00602189,45.5,88,19,88,88,1,1,2844285200,25869360,7788256,"[88, 176, 440, 880]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.199,0.503324,0.006347660000000001,45.5,88,19,88,88,1,1,2981864796,29148636,7896804,"[88, 176, 440, 968]","[1, 4, 7, 7]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.249,0.507195,0.00641944,45.5,88,19,88,88,1,1,2996291208,26868072,8012568,"[88, 176, 440, 968]","[1, 4, 8, 6]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.299,0.492682,0.00612477,45.5,88,19,88,88,1,1,3116291044,27083364,8210788,"[88, 176, 440, 1056]","[1, 4, 9, 5]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.349,0.545124,0.00623987,45.5,88,19,88,88,1,1,3769577898,28365546,9487338,"[88, 176, 528, 1144]","[2, 4, 9, 4]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.399,0.5225700000000001,0.00593447,45.5,88,19,88,88,1,1,3860831676,26968172,9685228,"[88, 176, 528, 1232]","[2, 4, 10, 3]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.449,0.499833,0.00566831,45.5,88,19,88,88,1,1,3906349170,24438898,9857026,"[88, 176, 528, 1320]","[2, 4, 11, 2]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.499,0.499504,0.00558347,45.5,88,19,88,88,1,1,3901553676,20661564,10002732,"[88, 176, 528, 1408]","[2, 4, 12, 1]","[1.0, 1.0, 1.0, 1.0]","[88, 88, 88, 88]"
2.449,0.6555230000000001,0.00839266,57.3,64,24,120,120,1,1,3364458878,52064558,6766334,"[64, 120, 360, 960]","[1, 3, 6, 14]","[1.0, 1.0, 1.0, 1.0]","[64, 120, 120, 120]"
